ACCIDENT_NO,SEVERITY,LGA_NAME,LATITUDE,LONGITUDE
T20220017568,severe,maribyrnong,-37.781694,144.869794
T20220017891,severe,yarra,-37.794053,144.988212
T20220016755,severe,monash,-37.876496,145.147578
T20220022502,severe,port phillip,-37.829511,144.961769
T20220016772,severe,kingston,-37.977182,145.067051
T20220016773,severe,yarra,-37.7824,144.984624
T20220016775,severe,hume,-37.689187,144.957959
T20220016783,severe,moreland,-37.738045,144.930583
T20220016791,severe,monash,-37.899033,145.092335
T20220016793,severe,melbourne,-37.818271,144.950829
T20220016797,severe,darebin,-37.715145,145.007622
T20220016798,severe,knox,-37.835466,145.287199
T20220016800,severe,moreland,-37.703767,144.917544
T20220016802,severe,kingston,-37.929306,145.114713
T20220016810,severe,casey,-38.133498,145.324265
T20220016831,severe,whitehorse,-37.852741,145.151896
T20220016833,severe,moreland,-37.70606,144.926575
T20220023534,severe,casey,-37.975345,145.238777
T20220016838,severe,moreland,-37.70945,144.922231
T20220016968,severe,manningham,-37.757723,145.087125
T20220016970,severe,brimbank,-37.747584,144.827931
T20220017013,severe,casey,-38.001827,145.237621
T20220018298,severe,stonnington,-37.861636,145.022613
T20220018066,severe,casey,-38.066419,145.377017
T20220017415,severe,monash,-37.936068,145.193087
T20220017197,severe,moonee valley,-37.77358,144.927334
T20220022966,severe,brimbank,-37.751119,144.834506
T20220021950,severe,yarra,-37.817865,144.992813
T20220016842,severe,monash,-37.879137,145.165922
T20220016888,severe,moreland,-37.743258,144.949435
T20220017769,severe,maribyrnong,-37.777556,144.852469
T20220016849,severe,melbourne,-37.807152,144.973319
T20220017146,severe,moreland,-37.755089,144.975445
T20220017851,severe,knox,-37.891255,145.301355
T20220016903,severe,casey,-38.039258,145.312887
T20220016883,severe,monash,-37.891434,145.11943
T20220017894,severe,monash,-37.887803,145.15437
T20220018261,severe,boroondara,-37.836007,145.062164
T20220017000,severe,casey,-38.06041,145.335332
T20220016993,severe,whitehorse,-37.79726,145.130452
T20220021790,severe,hume,-37.671624,144.955382
T20220017089,severe,hume,-37.640379,144.926597
T20230015500,severe,darebin,-37.721263,145.021426
T20220019229,severe,hume,-37.562575,144.941649
T20220016956,severe,hume,-37.604701,144.944289
T20220016940,severe,yarra,-37.784336,144.969735
T20220017003,severe,moreland,-37.692123,144.95557
T20220016972,severe,monash,-37.891111,145.083247
T20220016974,severe,casey,-38.015154,145.303964
T20220018615,severe,moreland,-37.765783,144.962339
T20220018067,severe,maribyrnong,-37.824237,144.864718
T20220016985,severe,yarra,-37.818794,145.001443
T20220016986,severe,monash,-37.867445,145.176723
T20220016989,severe,melbourne,-37.80095,144.910516
T20220017014,severe,melbourne,-37.812466,144.953921
T20220017052,severe,casey,-38.054924,145.301267
T20220017051,severe,melbourne,-37.804039,144.958469
T20220022277,severe,brimbank,-37.762401,144.82899
T20220017071,severe,melbourne,-37.811181,144.947232
T20220017070,severe,hume,-37.643791,144.928985
T20220017068,severe,whitehorse,-37.835621,145.195289
T20220017900,severe,melbourne,-37.79226,144.96839
T20220017721,severe,casey,-38.094276,145.33182
T20220017724,severe,hume,-37.555135,144.710052
T20220017196,severe,maribyrnong,-37.792006,144.889355
T20220017065,severe,yarra,-37.825176,144.993389
T20220017062,severe,port phillip,-37.844674,144.976225
T20220023692,severe,yarra,-37.799718,144.991712
T20220017028,severe,moonee valley,-37.728184,144.890812
T20220017026,severe,melbourne,-37.807038,144.966455
T20220028671,severe,monash,-37.936964,145.187507
T20220017061,severe,stonnington,-37.856688,145.029276
T20220020083,severe,boroondara,-37.835387,145.03303
T20220017399,severe,knox,-37.840847,145.270795
T20220018376,severe,yarra,-37.80007,144.992949
T20220017054,severe,melbourne,-37.824579,144.96375
T20220017007,severe,melbourne,-37.793521,144.964724
T20220017115,severe,knox,-37.927892,145.256844
T20220017116,severe,port phillip,-37.85766,144.983525
T20220017178,severe,melbourne,-37.807133,144.967344
T20220017956,severe,yarra,-37.788996,144.988721
T20220017078,severe,melbourne,-37.812999,144.967448
T20220017217,severe,stonnington,-37.844124,145.03413
T20220017111,severe,hume,-37.643354,144.951467
T20220017098,severe,melbourne,-37.818082,144.953695
T20220017586,severe,stonnington,-37.858935,145.028909
T20220017085,severe,manningham,-37.782956,145.119157
T20220017321,severe,moreland,-37.778044,144.960234
T20220017185,severe,stonnington,-37.853757,145.007358
T20220017140,severe,kingston,-38.027942,145.102246
T20220017199,severe,monash,-37.936795,145.193992
T20220017205,severe,casey,-38.101428,145.248932
T20220017207,severe,port phillip,-37.860169,144.991742
T20220017213,severe,casey,-38.215471,145.38658
T20220017130,severe,casey,-38.003827,145.252919
T20220017270,severe,maribyrnong,-37.781752,144.870395
T20220017142,severe,darebin,-37.717035,145.061943
T20220017184,severe,casey,-38.042377,145.336044
T20220017181,severe,brimbank,-37.797762,144.764106
T20220017441,severe,boroondara,-37.812736,145.020259
T20220017135,severe,port phillip,-37.832291,144.963052
T20220017163,severe,brimbank,-37.798061,144.767865
T20220018987,severe,whitehorse,-37.819847,145.138449
T20220017129,severe,maribyrnong,-37.801327,144.877945
T20220017229,severe,maribyrnong,-37.793427,144.861152
T20220017232,severe,casey,-37.984802,145.239969
T20220017242,severe,yarra,-37.830295,145.016032
T20220017150,severe,moonee valley,-37.710299,144.892083
T20220017281,severe,manningham,-37.787571,145.162376
T20220017287,severe,whitehorse,-37.817624,145.154197
T20220017276,severe,boroondara,-37.827852,145.044027
T20220017216,severe,yarra,-37.806929,144.989447
T20220017283,severe,hume,-37.633551,144.881669
T20220017298,severe,brimbank,-37.721064,144.868299
T20220017263,severe,brimbank,-37.761901,144.809245
T20220018948,severe,brimbank,-37.744178,144.799912
T20220017297,severe,casey,-38.048273,145.348419
T20220017220,severe,boroondara,-37.805558,145.034212
T20220017355,severe,boroondara,-37.823904,145.046187
T20220017246,severe,maribyrnong,-37.801079,144.902076
T20220017292,severe,monash,-37.915371,145.132139
T20220017235,severe,port phillip,-37.830828,144.943805
T20220017485,severe,casey,-38.034508,145.285092
T20220017487,severe,boroondara,-37.827909,145.026893
T20220018001,severe,casey,-37.97707,145.240125
T20220017256,severe,whitehorse,-37.810349,145.151613
T20220017667,severe,melbourne,-37.794519,144.958197
T20220019817,severe,kingston,-37.981956,145.064693
T20220017907,severe,monash,-37.935623,145.20853
T20220018652,severe,moreland,-37.752984,144.935586
T20220017305,severe,monash,-37.925485,145.119652
T20220017314,severe,melbourne,-37.794867,144.94494
T20220017467,severe,darebin,-37.720991,145.027002
T20220017316,severe,kingston,-38.006148,145.085994
T20220018005,severe,casey,-38.030779,145.256956
T20220017322,severe,stonnington,-37.858523,145.00145
T20220017372,severe,boroondara,-37.800821,145.06273
T20220017339,severe,knox,-37.847905,145.229013
T20220017344,severe,port phillip,-37.84646,144.97688
T20220017348,severe,stonnington,-37.865139,145.060896
T20220017510,severe,melbourne,-37.793566,144.93018
T20220017360,severe,cardinia,-37.937124,145.440548
T20220017657,severe,yarra,-37.793744,144.985399
T20220017366,severe,brimbank,-37.750057,144.778137
T20220017368,severe,casey,-38.096315,145.291504
T20220017379,severe,casey,-38.098075,145.283199
T20220017400,severe,knox,-37.848025,145.269456
T20220020905,severe,knox,-37.847388,145.286512
T20220017405,severe,brimbank,-37.74405,144.798381
T20220017406,severe,manningham,-37.789527,145.180378
T20220017411,severe,kingston,-38.07653,145.122557
T20220017412,severe,melbourne,-37.792145,144.960228
T20220017414,severe,monash,-37.914826,145.129789
T20220017426,severe,darebin,-37.699483,145.02526
T20220017430,severe,maribyrnong,-37.775405,144.884218
T20220017504,severe,knox,-37.911793,145.236102
T20220017434,severe,hume,-37.638679,144.88111
T20230018008,severe,port phillip,-37.865579,144.981512
T20220017437,severe,melbourne,-37.808158,144.968743
T20220017439,severe,casey,-38.050083,145.284306
T20220018563,severe,casey,-38.093773,145.370133
T20220017444,severe,yarra,-37.82083,144.994138
T20220017450,severe,casey,-37.992659,145.313645
T20220017452,severe,hume,-37.639185,144.881042
T20220017456,severe,casey,-38.025209,145.305354
T20220028972,severe,monash,-37.930131,145.186152
T20220017462,severe,boroondara,-37.833301,145.073463
T20220017389,severe,brimbank,-37.806775,144.807838
T20220022181,severe,boroondara,-37.814375,145.070575
T20220018592,severe,whitehorse,-37.822183,145.21327
T20220017518,severe,maribyrnong,-37.814665,144.899771
T20220018390,severe,casey,-38.082261,145.276328
T20220028704,severe,hume,-37.705703,144.888021
T20220017549,severe,hume,-37.655932,144.92776
T20220017546,severe,maribyrnong,-37.76958,144.897318
T20230008063,severe,knox,-37.917453,145.235191
T20220017807,severe,yarra,-37.823895,144.998252
T20220017503,severe,maribyrnong,-37.779173,144.849468
T20220018080,severe,melbourne,-37.799652,144.955034
T20220017514,severe,monash,-37.873017,145.155289
T20220017536,severe,monash,-37.886731,145.145689
T20220017472,severe,moreland,-37.763855,144.971107
T20220017533,severe,casey,-38.042007,145.265973
T20220017528,severe,whitehorse,-37.848533,145.120317
T20220017527,severe,knox,-37.84803,145.22875
T20220017476,severe,monash,-37.893642,145.136931
T20220017477,severe,kingston,-37.936215,145.117711
T20220017526,severe,kingston,-38.029833,145.132269
T20220017524,severe,casey,-38.085514,145.278038
T20220017726,severe,knox,-37.909652,145.236756
T20220017567,severe,monash,-37.893761,145.137947
T20220018355,severe,kingston,-37.95965,145.112927
T20220018342,severe,hume,-37.616433,144.913423
T20220017566,severe,melbourne,-37.810225,144.961673
T20220018222,severe,darebin,-37.700119,145.058097
T20220017578,severe,port phillip,-37.854642,144.965457
T20220017580,severe,melbourne,-37.792552,144.958455
T20220017582,severe,melbourne,-37.825647,144.936332
T20220018110,severe,manningham,-37.765432,145.182297
T20220017602,severe,monash,-37.918344,145.1937
T20220017556,severe,maribyrnong,-37.780678,144.861524
T20220017610,severe,brimbank,-37.777081,144.756395
T20220017618,severe,melbourne,-37.817643,144.959111
T20220017897,severe,port phillip,-37.848443,144.977601
T20220017624,severe,monash,-37.857109,145.113729
T20220017625,severe,moreland,-37.765643,144.943606
T20220017626,severe,monash,-37.924655,145.143305
T20220017682,severe,hume,-37.666381,144.946098
T20220017643,severe,brimbank,-37.774569,144.82918
T20220017822,severe,melbourne,-37.825671,144.960418
T20220017744,severe,melbourne,-37.817066,144.968768
T20220017664,severe,kingston,-37.977636,145.141002
T20220018673,severe,casey,-38.013766,145.309422
T20220018517,severe,cardinia,-37.907216,145.594535
T20220017691,severe,boroondara,-37.848236,145.076722
T20220018509,severe,melbourne,-37.825943,144.933424
T20220017656,severe,boroondara,-37.82476,145.087327
T20220017654,severe,casey,-38.136039,145.323746
T20220017639,severe,casey,-38.102108,145.318092
T20220018006,severe,moreland,-37.704543,144.960685
T20220017668,severe,monash,-37.895062,145.181729
T20220017665,severe,moreland,-37.716486,144.91909
T20220017717,severe,casey,-38.088171,145.323486
T20220017747,severe,moonee valley,-37.775279,144.923461
T20220017748,severe,brimbank,-37.797668,144.762918
T20220025293,severe,stonnington,-37.849757,145.042891
T20220019206,severe,knox,-37.847941,145.228472
T20220017752,severe,boroondara,-37.792945,145.067368
T20220020631,severe,moonee valley,-37.753038,144.91595
T20220017767,severe,maribyrnong,-37.794973,144.90431
T20220017882,severe,casey,-38.02005,145.298196
T20220017711,severe,casey,-38.015645,145.323109
T20220019855,severe,brimbank,-37.787006,144.788674
T20220017905,severe,kingston,-37.959419,145.112772
T20220018040,severe,boroondara,-37.822439,145.035384
T20220017705,severe,stonnington,-37.861262,145.01971
T20220017702,severe,darebin,-37.7181,145.007402
T20220017728,severe,kingston,-38.000917,145.110473
T20220017803,severe,brimbank,-37.747642,144.82842
T20220017811,severe,hume,-37.682646,144.912485
T20220017817,severe,brimbank,-37.72439,144.845573
T20220019895,severe,kingston,-38.019425,145.099526
T20220017824,severe,melbourne,-37.807294,144.968846
T20220017825,severe,cardinia,-38.072876,145.392808
T20220017826,severe,yarra,-37.804807,144.990256
T20220017828,severe,hume,-37.615106,144.780469
T20220017830,severe,hume,-37.598875,144.894208
T20220017832,severe,hume,-37.582995,144.760179
T20220017839,severe,casey,-37.989759,145.25349
T20220017841,severe,kingston,-37.933452,145.037372
T20220017843,severe,boroondara,-37.78022,145.079239
T20220019458,severe,casey,-37.968544,145.235728
T20220017845,severe,maribyrnong,-37.800576,144.900531
T20220018122,severe,manningham,-37.804362,145.189484
T20220018958,severe,kingston,-37.964582,145.057297
T20220017781,severe,manningham,-37.769507,145.100403
T20220018455,severe,melbourne,-37.829781,144.898449
T20220021308,severe,casey,-38.039034,145.331387
T20220017873,severe,casey,-37.974217,145.252684
T20220017789,severe,darebin,-37.769346,144.999019
T20220017878,severe,melbourne,-37.805868,144.955893
T20220017855,severe,kingston,-38.043846,145.139681
T20220019064,severe,casey,-38.122872,145.326357
T20220018014,severe,casey,-38.089411,145.332531
T20220017908,severe,stonnington,-37.855852,145.05809
T20220017954,severe,knox,-37.910877,145.236514
T20220017932,severe,yarra,-37.785475,144.994797
T20220017916,severe,darebin,-37.713183,145.045701
T20220017879,severe,moreland,-37.75667,144.974868
T20220017884,severe,casey,-38.054368,145.328595
T20220020693,severe,manningham,-37.761014,145.118862
T20230018230,severe,hume,-37.64028,144.926869
T20220017859,severe,casey,-38.098064,145.283105
T20220017885,severe,whitehorse,-37.861991,145.169221
T20220018299,severe,casey,-38.120941,145.345992
T20220019287,severe,monash,-37.8821,145.109074
T20220017976,severe,monash,-37.931666,145.156099
T20220019003,severe,brimbank,-37.727462,144.781961
T20220018002,severe,manningham,-37.796286,145.1186
T20220018576,severe,hume,-37.615223,144.947039
T20220018350,severe,moreland,-37.6923,144.958414
T20220017977,severe,stonnington,-37.843311,145.02739
T20220017998,severe,darebin,-37.746123,144.988072
T20220017989,severe,moreland,-37.69873,144.959739
T20220017996,severe,knox,-37.852967,145.243443
T20220027188,severe,knox,-37.928097,145.232918
T20220021191,severe,casey,-38.005473,145.269123
T20220018037,severe,brimbank,-37.754317,144.827272
T20220018020,severe,hume,-37.614409,144.926954
T20220018136,severe,brimbank,-37.728595,144.805821
T20220020614,severe,manningham,-37.787667,145.149481
T20220017950,severe,kingston,-38.070685,145.137917
T20220017993,severe,casey,-38.114438,145.293015
T20220018076,severe,monash,-37.920238,145.174868
T20220017991,severe,darebin,-37.7605,145.009397
T20220017984,severe,whitehorse,-37.850331,145.132663
T20220018108,severe,melbourne,-37.817555,144.990013
T20220018496,severe,brimbank,-37.776967,144.828735
T20220018336,severe,kingston,-37.952583,145.048757
T20220018142,severe,maribyrnong,-37.775582,144.885549
T20220018181,severe,maribyrnong,-37.798153,144.849785
T20220018065,severe,casey,-37.976259,145.239411
T20220018049,severe,kingston,-37.989211,145.072782
T20220018449,severe,kingston,-37.944172,145.097226
T20220018045,severe,hume,-37.645085,144.90144
T20220018077,severe,hume,-37.693879,144.910727
T20220018083,severe,casey,-38.085206,145.277687
T20220018090,severe,melbourne,-37.827112,144.950073
T20220018737,severe,kingston,-37.993649,145.076605
T20220018046,severe,cardinia,-38.17585,145.423055
T20220018100,severe,melbourne,-37.787829,144.940507
T20220018103,severe,brimbank,-37.699791,144.792938
T20220018062,severe,melbourne,-37.834462,144.984988
T20220020170,severe,monash,-37.894019,145.145339
T20220018109,severe,moreland,-37.725349,144.93953
T20220021504,severe,melbourne,-37.818767,144.975883
T20220018112,severe,yarra,-37.798149,144.976712
T20220018179,severe,port phillip,-37.866953,144.979596
T20220018148,severe,darebin,-37.76008,145.013037
T20220018145,severe,moreland,-37.778293,144.970696
T20220018144,severe,moonee valley,-37.757941,144.925219
T20220018661,severe,maribyrnong,-37.801558,144.887364
T20220019056,severe,moreland,-37.694712,144.958781
T20220026039,severe,whitehorse,-37.832829,145.156616
T20220018138,severe,kingston,-37.979209,145.124592
T20220018132,severe,casey,-38.03892,145.30448
T20220018283,severe,moreland,-37.706302,144.928599
T20220023469,severe,moreland,-37.778293,144.970696
T20220018182,severe,hume,-37.610036,144.884677
T20220018176,severe,knox,-37.925592,145.213794
T20220018135,severe,boroondara,-37.779544,145.080418
T20220022112,severe,melbourne,-37.82647,144.94889
T20220018218,severe,casey,-38.057254,145.300565
T20220018197,severe,moreland,-37.72407,144.922236
T20220018720,severe,moreland,-37.776138,144.960601
T20220018216,severe,maribyrnong,-37.769017,144.892468
T20220018260,severe,knox,-37.861485,145.306358
T20220018245,severe,port phillip,-37.867169,144.981225
T20220027756,severe,stonnington,-37.857621,144.992268
T20220018195,severe,melbourne,-37.796886,144.922902
T20220018196,severe,boroondara,-37.821563,145.026384
T20220018191,severe,brimbank,-37.664797,144.750071
T20220018250,severe,moreland,-37.770156,144.949855
T20220018239,severe,moonee valley,-37.77052,144.905208
T20220018240,severe,melbourne,-37.825693,144.944411
T20220020626,severe,moreland,-37.764606,144.963485
T20220018271,severe,hume,-37.639956,144.880822
T20220018268,severe,melbourne,-37.809622,144.976425
T20220020288,severe,maribyrnong,-37.802315,144.899117
T20220018749,severe,kingston,-37.958659,145.107801
T20220018430,severe,moreland,-37.77872,144.97485
T20220018451,severe,knox,-37.906075,145.294331
T20220018997,severe,whitehorse,-37.845413,145.154395
T20220018327,severe,moreland,-37.752647,144.94876
T20220018324,severe,cardinia,-37.921332,145.466196
T20220018310,severe,manningham,-37.798284,145.178708
T20220018357,severe,moreland,-37.694158,144.91259
T20220018308,severe,casey,-38.098075,145.283199
T20220018305,severe,casey,-38.031426,145.291292
T20220018300,severe,moreland,-37.755097,144.961224
T20220018295,severe,hume,-37.685693,144.923265
T20220018413,severe,moreland,-37.776594,144.956277
T20220018328,fatal,moonee valley,-37.734237,144.864845
T20220020250,severe,stonnington,-37.862052,145.025847
T20220018568,severe,knox,-37.922743,145.23398
T20220018334,severe,stonnington,-37.892855,145.088248
T20220018482,severe,darebin,-37.729382,145.016963
T20220018399,severe,moreland,-37.743375,144.966889
T20220018386,severe,brimbank,-37.761803,144.820663
T20220018407,severe,casey,-38.07764,145.239726
T20220018384,severe,casey,-38.038977,145.304469
T20220022342,severe,monash,-37.882743,145.165244
T20220018382,severe,kingston,-37.953013,145.101976
T20220018354,severe,casey,-38.147704,145.321361
T20220018368,severe,melbourne,-37.789864,144.958572
T20220018515,severe,casey,-38.028303,145.249897
T20220018623,severe,moreland,-37.72746,144.963678
T20220018367,severe,cardinia,-38.096447,145.692896
T20220018800,severe,whitehorse,-37.819197,145.109837
T20220018422,severe,brimbank,-37.693362,144.756612
T20220018425,severe,boroondara,-37.790659,145.03962
T20220018444,severe,boroondara,-37.844189,145.048497
T20230006658,severe,stonnington,-37.863088,145.033778
T20230000835,severe,brimbank,-37.775522,144.794
T20220019577,severe,hume,-37.633953,144.754155
T20220018447,severe,casey,-38.018033,145.295086
T20220018454,severe,kingston,-38.008027,145.100881
T20220018456,severe,monash,-37.888174,145.157693
T20220018470,severe,cardinia,-38.077524,145.424409
T20220018478,severe,darebin,-37.729722,145.060847
T20220018490,severe,melbourne,-37.813269,144.962708
T20220018494,severe,port phillip,-37.864098,144.981779
T20220018504,severe,knox,-37.856226,145.253748
T20220018572,severe,darebin,-37.749848,145.029463
T20220018564,severe,casey,-38.025356,145.305139
T20220018523,severe,kingston,-37.934974,145.049732
T20220019772,severe,hume,-37.655638,144.882147
T20220018527,severe,knox,-37.926481,145.233233
T20220018530,severe,melbourne,-37.811177,144.961753
T20220018850,severe,darebin,-37.762463,144.999953
T20220018579,severe,hume,-37.571228,144.718389
T20220018506,severe,stonnington,-37.857748,144.993108
T20220018582,severe,casey,-38.085178,145.277676
T20220018585,severe,moreland,-37.75667,144.974868
T20220018586,severe,casey,-38.05741,145.318819
T20220018588,severe,brimbank,-37.703416,144.80183
T20220019470,severe,knox,-37.911271,145.241182
T20220018516,severe,darebin,-37.707445,145.014725
T20220018593,severe,casey,-37.972099,145.237029
T20220018596,severe,stonnington,-37.842274,145.018936
T20220018597,severe,monash,-37.888886,145.16414
T20220019080,severe,cardinia,-38.074614,145.433587
T20220018520,severe,yarra,-37.819804,145.008238
T20220020444,severe,stonnington,-37.846939,144.994678
T20220018625,severe,yarra,-37.825751,144.997917
T20220018546,severe,brimbank,-37.73149,144.81665
T20220019017,severe,maribyrnong,-37.784634,144.890755
T20220018533,severe,monash,-37.924655,145.143305
T20220018554,severe,darebin,-37.759204,144.997384
T20230009485,severe,stonnington,-37.836825,144.996163
T20220019004,severe,monash,-37.883502,145.090242
T20220019029,severe,melbourne,-37.798752,144.948873
T20220019155,severe,darebin,-37.74967,145.029492
T20220019157,severe,brimbank,-37.71616,144.828289
T20220018601,severe,maribyrnong,-37.813474,144.889213
T20220018602,severe,yarra,-37.798337,144.978467
T20220019224,severe,brimbank,-37.70186,144.80193
T20220019246,severe,kingston,-37.940671,145.097929
T20220018611,severe,moonee valley,-37.742415,144.863409
T20220018614,severe,casey,-38.081995,145.276178
T20220018620,severe,stonnington,-37.855214,144.992731
T20220020161,severe,darebin,-37.737961,145.003908
T20220020199,severe,brimbank,-37.77024,144.77493
T20220019667,severe,port phillip,-37.835189,144.971041
T20220018628,severe,brimbank,-37.677256,144.763707
T20220019683,severe,hume,-37.595008,144.942971
T20220018637,severe,moonee valley,-37.742711,144.921084
T20220018642,severe,stonnington,-37.848768,144.987598
T20220018643,severe,manningham,-37.784945,145.144075
T20220018644,severe,brimbank,-37.734307,144.781073
T20220018688,severe,brimbank,-37.697478,144.781352
T20220018648,severe,manningham,-37.762956,145.235814
T20220018689,severe,moreland,-37.700783,144.959762
T20220018660,severe,yarra,-37.79813,144.97653
T20220018731,severe,melbourne,-37.788194,144.90456
T20220018667,severe,whitehorse,-37.806415,145.190883
T20220018798,severe,monash,-37.917213,145.083781
T20220018672,severe,moonee valley,-37.772046,144.919056
T20220018682,severe,stonnington,-37.841944,145.016151
T20220018683,severe,moonee valley,-37.776171,144.928847
T20220022252,severe,melbourne,-37.805787,144.955154
T20220018757,severe,casey,-37.981542,145.310424
T20220019690,severe,casey,-37.978868,145.289519
T20220018760,severe,casey,-38.132904,145.332201
T20220018750,severe,monash,-37.875746,145.178958
T20220018761,severe,melbourne,-37.818357,144.956629
T20220021288,severe,melbourne,-37.807504,144.95561
T20220018726,severe,hume,-37.635562,144.834482
T20220018748,severe,yarra,-37.807161,144.991773
T20220018744,severe,casey,-38.00646,145.273311
T20220022869,severe,stonnington,-37.880695,145.058667
T20220018736,severe,knox,-37.928394,145.236176
T20220018727,severe,hume,-37.562002,144.876665
T20220018773,severe,melbourne,-37.805868,144.955893
T20220018722,severe,melbourne,-37.801755,144.917044
T20220018712,severe,melbourne,-37.824896,144.956835
T20220018707,severe,moreland,-37.746537,144.944442
T20220018704,severe,kingston,-37.95321,145.076897
T20220020406,severe,maribyrnong,-37.791181,144.849845
T20220020077,severe,monash,-37.921826,145.185901
T20220019415,severe,brimbank,-37.700895,144.796995
T20220024030,severe,brimbank,-37.760964,144.831712
T20220018756,severe,melbourne,-37.827497,144.952687
T20220018755,severe,boroondara,-37.788959,145.102488
T20220018752,severe,kingston,-37.983783,145.132878
T20220020181,severe,darebin,-37.758763,144.993581
T20220018769,severe,melbourne,-37.802928,144.969588
T20220021177,severe,stonnington,-37.839072,144.992247
T20220018774,severe,melbourne,-37.810238,144.961628
T20220018833,severe,hume,-37.54081,144.949154
T20220018805,severe,port phillip,-37.84565,144.970678
T20220018825,severe,melbourne,-37.805626,144.953686
T20220018797,severe,darebin,-37.727684,145.019575
T20220018802,severe,cardinia,-38.211612,145.469068
T20220018816,severe,kingston,-38.052371,145.115964
T20220018847,severe,whitehorse,-37.84439,145.121035
T20220018780,severe,darebin,-37.768465,144.991724
T20220019816,severe,casey,-38.11517,145.33204
T20220018891,severe,moreland,-37.736357,144.937583
T20220018890,severe,boroondara,-37.788822,145.103192
T20220019570,severe,kingston,-38.003093,145.08417
T20220018881,severe,port phillip,-37.868366,144.99035
T20220018846,severe,melbourne,-37.825877,144.946257
T20220020607,severe,melbourne,-37.795826,144.95822
T20220022934,severe,brimbank,-37.744317,144.842572
T20220019308,severe,hume,-37.547344,144.869776
T20220019695,severe,brimbank,-37.715323,144.772722
T20220018913,severe,darebin,-37.747327,145.021775
T20220018911,severe,melbourne,-37.822527,144.964079
T20220018910,severe,darebin,-37.699589,145.025412
T20220018909,severe,melbourne,-37.814426,144.954826
T20220019529,severe,brimbank,-37.721027,144.840788
T20220018906,severe,monash,-37.873002,145.15516
T20220018905,severe,brimbank,-37.695737,144.774282
T20220018904,severe,brimbank,-37.760372,144.812139
T20220018903,severe,brimbank,-37.698802,144.787426
T20220018922,severe,port phillip,-37.878988,144.98335
T20220018949,severe,kingston,-38.028352,145.102488
T20220022341,severe,melbourne,-37.836218,144.975538
T20220019311,severe,moreland,-37.705114,144.960467
T20220021264,severe,boroondara,-37.810373,145.06069
T20220018970,fatal,manningham,-37.771124,145.136299
T20220018943,severe,moreland,-37.727489,144.963679
T20220018959,severe,boroondara,-37.821503,145.025859
T20220019584,severe,moreland,-37.778293,144.970696
T20220018937,severe,monash,-37.882532,145.10914
T20220021756,severe,cardinia,-38.199433,145.490599
T20220019988,severe,casey,-38.025307,145.305207
T20220020359,severe,hume,-37.69243,144.945838
T20220019297,severe,melbourne,-37.82579,144.947597
T20220019146,severe,brimbank,-37.702463,144.766951
T20220019568,severe,kingston,-37.999234,145.091524
T20220019548,severe,moonee valley,-37.751474,144.908851
T20220020340,severe,casey,-38.112969,145.282851
T20220018945,severe,moonee valley,-37.738537,144.89549
T20220019561,severe,monash,-37.876458,145.185871
T20220019002,severe,kingston,-37.956415,145.103764
T20220018994,severe,port phillip,-37.870246,144.980628
T20220018992,severe,kingston,-37.937493,145.068711
T20220019583,severe,casey,-37.993094,145.259123
T20220019614,severe,boroondara,-37.812149,145.01545
T20220019647,severe,monash,-37.887901,145.07999
T20220021107,severe,melbourne,-37.821014,144.947437
T20220019460,severe,stonnington,-37.838035,145.021944
T20220019083,severe,brimbank,-37.703216,144.75658
T20220019078,severe,kingston,-37.935853,145.056255
T20220019076,severe,hume,-37.688738,144.912404
T20220020379,severe,moreland,-37.741225,144.941032
T20220019074,severe,moreland,-37.700305,144.968061
T20220019073,severe,brimbank,-37.693362,144.756612
T20220019051,severe,stonnington,-37.880281,145.090759
T20220019048,severe,casey,-38.145283,145.292794
T20220019046,severe,casey,-38.092846,145.281079
T20220019037,severe,casey,-37.968671,145.261586
T20220019197,severe,boroondara,-37.799122,145.030317
T20220020194,severe,melbourne,-37.807857,144.921809
T20220019381,severe,moonee valley,-37.77752,144.92974
T20220027328,severe,melbourne,-37.811711,144.984442
T20220019020,severe,port phillip,-37.869675,144.988115
T20220019141,severe,melbourne,-37.812087,144.970564
T20220019126,severe,moreland,-37.69384,144.906417
T20220019441,severe,knox,-37.899094,145.228495
T20220019016,severe,monash,-37.912544,145.112594
T20220019011,severe,knox,-37.916299,145.235415
T20220020093,severe,casey,-37.983237,145.24656
T20220020491,severe,yarra,-37.781907,145.024825
T20220019334,severe,monash,-37.882971,145.108907
T20220019166,severe,moreland,-37.721155,144.921165
T20220020102,severe,kingston,-37.960392,145.118783
T20220019159,severe,moonee valley,-37.770626,144.90664
T20220019227,severe,darebin,-37.766231,145.027419
T20220019288,severe,boroondara,-37.829759,145.070865
T20220019144,severe,moreland,-37.693208,144.938678
T20220019864,severe,monash,-37.91479,145.129425
T20220019137,severe,stonnington,-37.848643,144.993849
T20220019128,severe,hume,-37.568896,144.897154
T20220019116,severe,darebin,-37.738715,145.011579
T20220019112,severe,brimbank,-37.758321,144.810538
T20220019931,severe,melbourne,-37.802631,144.945525
T20220019105,severe,whitehorse,-37.798287,145.14107
T20220019187,severe,port phillip,-37.839465,144.974881
T20220019171,severe,casey,-38.036873,145.247709
T20220019104,severe,monash,-37.922786,145.176452
T20220019097,severe,melbourne,-37.828156,144.987262
T20220019092,severe,melbourne,-37.815115,144.956297
